x,y,z
5.96752316549039,2.29198471995343,0.852890321609818
3.86597360155324,5.83488380892966,0.711502086476639
-2.72556659160746,6.16184534888146,-2.02504439997197
3.49440586716933,6.76415573510938,0.35575104323832
3.20166250682517,6.9164351835408,0.0592918405397198
2.84592222828904,7.07025071169767,-0.0592918405397198
3.38050737084699,7.46977065691818,0.383116508102806
3.06483932277281,7.61411615105903,-0.0638527513504675
3.38327408587612,7.4758841554181,0.191558254051404
3.06409728532177,7.61227267453526,-0.191558254051404
3.12869014199725,7.5881027162,-0.0638527513504675
0.0683390977934025,8.78448829382018,0.410481972967292
0.136723779957907,8.78662029141003,0.342068310806077
0.615555258211963,8.77036875668503,-0.205240986483647
2.46222103284785,8.4401270126433,0.205240986483647
0.615424792321277,8.76850989193452,0.273654648644862
0.273124187962742,8.77304143257811,0.547309297289724
0.072895037646296,9.37012084674153,0.437847437831778
0.145732590442437,9.36557588369401,0.510822010803741
6.12912215956826,7.09991191126743,-0.145949145943926
2.62676663981497,9.00416484825899,0.145949145943926
-3.57304811623331,8.66581696664775,0.364872864859815
-4.37197771327311,8.28378298217615,0.510822010803741
-4.66683835589657,8.1291866936546,0.364872864859815
0.729546972695659,9.34965359613907,0.21892371891589
0.582027414577411,9.33407220919711,0.729745729719631
0.291465180884874,9.36217376838732,0.510822010803741
0.581247274195689,9.32156096578498,0.875694875663556
0.291332467160259,9.35791086141665,0.583796583775705
0.580323937992815,9.30675326674,1.02164402160748
0.0774979368108272,9.96178967372394,0.310141935130843
0.154690429610641,9.94125577951586,0.697819354044397
0.542731963407685,9.95182785815248,0.0775354837827105
0.232543097546742,9.96148911560035,-0.232606451348133
-4.95686255994815,8.63438115736147,0.465212902696264
0.6184041279885,9.91745172227193,0.775354837827108
0.309803909996759,9.95123338818687,0.465212902696264
0.618008655710064,9.91110946637264,0.852890321609818
0.309540746357775,9.94278029025519,0.620283870261687
0.615460266281423,9.87024051355645,1.24056774052337
-5.2382467311967,9.12452550912128,0.820963945934585
2.07069341432214,10.8958358085721,1.03988766485047
2.18598885663655,11.5025119105222,0.638527513504676
-7.02295247450529,9.38823201713232,0.182436432429907
2.38220204321063,12.0150718928206,1.24512865133412
-7.37476962042208,9.85853863040678,0.0957791270257012
7.40865434029607,11.6453672709891,-2.73654648644862
-3.94062694048601,13.5078822914113,-0
-4.64954170306131,13.0988712171623,-2.18923718915889
4.54971851796006,13.8953736916011,-1.02620493241823
4.73817744700926,14.470949352891,-0.71150208647664
4.14024385134366,14.6316194428665,-1.06725312971496
5.9064672941816,14.6736984500847,-0.615722959450938
4.92339833857021,15.0366356681149,-0.492578367560751
4.30679906867408,15.2202254872693,-0.615722959450938
13.0962276467216,9.77899265390363,1.53246603241122
-12.2463663245778,10.9053989770881,0.766233016205612
-12.767072022174,10.3122946894564,-0.383116508102807
11.7109754652292,15.3409802650161,-1.35459051079207
19.8035543840048,40.9181882692389,-4.98051460533648
14.9193739465445,43.1566370657025,-2.49025730266824
6.74924059486537,45.1611646569286,2.49025730266824
6.83265676886793,45.7193269444083,2.88249563239254
6.9023113810738,46.1854065524366,4.37847437831778
6.68591517221326,47.2768677859434,-5.60992029721966
6.551313206247,49.1030436990655,5.42748386478976
8.17295030076653,49.3566808208885,-6.27581327558882
6.60235575743352,49.4856150313342,7.06028993503742
6.25586529086528,57.0990204319371,-1.34090777835982
8.12729713271005,57.4690438187261,-0.45153017026402
6.31836120116511,57.6694379670354,-1.80612068105609
7.78626329840549,71.0673882018013,-2.22572447564488
5.55605501061791,71.204722457317,-3.89501783237852
7.85293776694683,71.6759445988019,-1.12198405944393
5.60159644513117,71.7883677233606,-3.92694420805376
8.40426179139897,82.6769217730827,-11.0875741809276
5.17710694577903,83.0261407905043,-10.4353639349907
7.17692290377069,83.5622325454817,13.8879734187267
-3.32855806292395,85.5101609974118,-1.99767893510749
-3.35064609152695,86.0775991632041,-2.68181555671965
5.38686672526472,86.3900938952326,-6.07513319991593
-3.37343960235367,86.6631610622735,-2.70005919996264
-3.39623311318038,87.2487229613429,-2.71830284320563
4.77967328934798,87.6426836833819,-5.47309297289724
7.61452785061733,88.6573473769703,-4.85280910263554
5.91141155026024,108.394850705878,-15.3520257889767
1.68061352554998,108.005446529944,-18.763587075416
12.5529441641631,106.840923203079,-24.0086345077758
5.93623279976771,108.849986609007,-16.2915734159908
1.68960076365452,108.583015762725,-18.8639271132525
-3.02058812246841,129.393458770079,-6.04776773505144
-4.04223798184859,129.841013202156,-8.10017759988791
15.1520232053207,128.962267853667,-15.256246661951
-29.5702454167662,127.695157167897,-8.17315217285987
-33.7050701385395,126.892976294894,-3.06493206482246
